Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.0042027, 0, 0, 1, 1, 1, 1, 1, 1
0.0042179, 0, 0, 1, 0, 1, 1, 1, 1
0.0042203, 0, 0, 1, 0, 1, 0, 1, 1
0.0042329, 0, 0, 0, 0, 1, 0, 1, 1
0.0042337, 0, 0, 0, 1, 1, 0, 1, 1
0.0042483, 0, 0, 0, 0, 1, 0, 1, 1
0.0042509, 0, 0, 0, 0, 1, 1, 1, 1
0.0042630, 0, 0, 1, 0, 1, 1, 1, 1
0.0042637, 0, 0, 1, 1, 1, 1, 1, 1
0.0042650, 0, 0, 1, 1, 0, 1, 1, 1
0.0042788, 0, 0, 1, 0, 0, 1, 1, 1
0.0042813, 0, 0, 1, 0, 0, 0, 1, 1
0.0042935, 0, 0, 0, 0, 0, 0, 1, 1
0.0042943, 0, 0, 0, 1, 0, 0, 1, 1
0.0042953, 0, 0, 0, 1, 1, 0, 1, 1
0.0043093, 0, 0, 0, 0, 1, 0, 1, 1
0.0043119, 0, 0, 0, 0, 1, 1, 1, 1
0.0043240, 0, 0, 1, 0, 1, 1, 1, 1
0.0043248, 0, 0, 1, 1, 1, 1, 1, 1
0.0043398, 0, 0, 1, 0, 1, 1, 1, 1
0.0043424, 0, 0, 1, 0, 1, 0, 1, 1
0.0043548, 0, 0, 0, 0, 1, 0, 1, 1
0.0043556, 0, 0, 0, 1, 1, 0, 1, 1
0.0043703, 0, 0, 0, 0, 1, 0, 1, 1
0.0043730, 0, 0, 0, 0, 1, 1, 1, 1
0.0043850, 0, 0, 1, 0, 1, 1, 1, 1
0.0043858, 0, 0, 1, 1, 1, 1, 1, 1
0.0044008, 0, 0, 1, 0, 1, 1, 1, 1
0.0044034, 0, 0, 1, 0, 1, 0, 1, 1
0.0044156, 0, 0, 0, 0, 1, 0, 1, 1
0.0044163, 0, 0, 0, 1, 1, 0, 1, 1
0.0044176, 0, 0, 0, 1, 0, 0, 1, 1
0.0044321, 0, 0, 0, 0, 0, 0, 1, 1
0.0044340, 0, 0, 0, 0, 0, 1, 1, 1
0.0044462, 0, 0, 1, 0, 0, 1, 1, 1
0.0044470, 0, 0, 1, 1, 0, 1, 1, 1
0.0044618, 0, 0, 1, 0, 0, 1, 1, 1
0.0044644, 0, 0, 1, 0, 0, 0, 1, 1
0.0044769, 0, 0, 0, 0, 0, 0, 1, 1
0.0044776, 0, 0, 0, 1, 0, 0, 1, 1
0.0044787, 0, 0, 0, 1, 1, 0, 1, 1
0.0044924, 0, 0, 0, 0, 1, 0, 1, 1
0.0044951, 0, 0, 0, 0, 1, 1, 1, 1
0.0045070, 0, 0, 1, 0, 1, 1, 1, 1
0.0045078, 0, 0, 1, 1, 1, 1, 1, 1
0.0045090, 0, 0, 1, 1, 0, 1, 1, 1
0.0045228, 0, 0, 1, 0, 0, 1, 1, 1
0.0045255, 0, 0, 1, 0, 0, 0, 1, 1
0.0045375, 0, 0, 0, 0, 0, 0, 1, 1
0.0045383, 0, 0, 0, 1, 0, 0, 1, 1
0.0045534, 0, 0, 0, 0, 0, 0, 1, 1
0.0045561, 0, 0, 0, 0, 0, 1, 1, 1
0.0045680, 0, 0, 1, 0, 0, 1, 1, 1
0.0045688, 0, 0, 1, 1, 0, 1, 1, 1
0.0045841, 0, 0, 1, 0, 0, 1, 1, 1
0.0045865, 0, 0, 1, 0, 0, 0, 1, 1
0.0045992, 0, 0, 0, 0, 0, 0, 1, 1
0.0045999, 0, 0, 0, 1, 0, 0, 1, 1
0.0046143, 0, 0, 0, 0, 0, 0, 1, 1
0.0046171, 0, 0, 0, 0, 0, 1, 1, 1
0.0046290, 0, 0, 1, 0, 0, 1, 1, 1
0.0046298, 0, 0, 1, 1, 0, 1, 1, 1
0.0046449, 0, 0, 1, 0, 0, 1, 1, 1
0.0046476, 0, 0, 1, 0, 0, 0, 1, 1
0.0046596, 0, 0, 0, 0, 0, 0, 1, 1
0.0046604, 0, 0, 0, 1, 0, 0, 1, 1
0.0046754, 0, 0, 0, 0, 0, 0, 1, 1
0.0046782, 0, 0, 0, 0, 0, 1, 1, 1
0.0046900, 0, 0, 1, 0, 0, 1, 1, 1
0.0046908, 0, 0, 1, 1, 0, 1, 1, 1
0.0047065, 0, 0, 1, 0, 0, 1, 1, 1
0.0047086, 0, 0, 1, 0, 0, 0, 1, 1
0.0047206, 0, 0, 0, 0, 0, 0, 1, 1
0.0047214, 0, 0, 0, 1, 0, 0, 1, 1
0.0047364, 0, 0, 0, 0, 0, 0, 1, 1
0.0047392, 0, 0, 0, 0, 0, 1, 1, 1
0.0047513, 0, 0, 1, 0, 0, 1, 1, 1
0.0047520, 0, 0, 1, 1, 0, 1, 1, 1
0.0047669, 0, 0, 1, 0, 0, 1, 1, 1
0.0047696, 0, 0, 1, 0, 0, 0, 1, 1
0.0047816, 0, 0, 0, 0, 0, 0, 1, 1
0.0047823, 0, 0, 0, 1, 0, 0, 1, 1
