Time[s], Channel 0, Channel 1, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.0156528, 0, 1, 1, 1, 1, 1, 1
0.0156833, 0, 1, 1, 1, 0, 1, 1
0.0157139, 0, 1, 1, 1, 1, 1, 1
0.0157443, 0, 1, 1, 1, 0, 1, 1
0.0157749, 0, 1, 1, 1, 1, 1, 1
0.0158053, 0, 1, 1, 1, 0, 1, 1
0.0158360, 0, 1, 1, 1, 1, 1, 1
0.0158664, 0, 1, 1, 1, 0, 1, 1
0.0158970, 0, 1, 1, 1, 1, 1, 1
0.0159274, 0, 1, 1, 1, 0, 1, 1
0.0159580, 0, 1, 1, 1, 1, 1, 1
0.0159885, 0, 1, 1, 1, 0, 1, 1
0.0160191, 0, 1, 1, 1, 1, 1, 1
0.0160495, 0, 1, 1, 1, 0, 1, 1
0.0160801, 0, 1, 1, 1, 1, 1, 1
0.0161105, 0, 1, 1, 1, 0, 1, 1
0.0161412, 0, 1, 1, 1, 1, 1, 1
0.0161716, 0, 1, 1, 1, 0, 1, 1
0.0162022, 0, 1, 1, 1, 1, 1, 1
0.0162326, 0, 1, 1, 1, 0, 1, 1
0.0162632, 0, 1, 1, 1, 1, 1, 1
0.0162937, 0, 1, 1, 1, 0, 1, 1
0.0163243, 0, 1, 1, 1, 1, 1, 1
0.0163547, 0, 1, 1, 1, 0, 1, 1
0.0163853, 0, 1, 1, 1, 1, 1, 1
0.0164157, 0, 1, 1, 1, 0, 1, 1
0.0164464, 0, 1, 1, 1, 1, 1, 1
0.0164768, 0, 1, 1, 1, 0, 1, 1
0.0165074, 0, 1, 1, 1, 1, 1, 1
0.0165378, 0, 1, 1, 1, 0, 1, 1
0.0165684, 0, 1, 1, 1, 1, 1, 1
0.0165989, 0, 1, 1, 1, 0, 1, 1
0.0166295, 0, 1, 1, 1, 1, 1, 1
0.0166599, 0, 1, 1, 1, 0, 1, 1
0.0166905, 0, 1, 1, 1, 1, 1, 1
0.0167209, 0, 1, 1, 1, 0, 1, 1
0.0167516, 0, 1, 1, 1, 1, 1, 1
0.0167820, 0, 1, 1, 1, 0, 1, 1
0.0168126, 0, 1, 1, 1, 1, 1, 1
0.0168430, 0, 1, 1, 1, 0, 1, 1
0.0168736, 0, 1, 1, 1, 1, 1, 1
0.0169041, 0, 1, 1, 1, 0, 1, 1
0.0169347, 0, 1, 1, 1, 1, 1, 1
0.0169651, 0, 1, 1, 1, 0, 1, 1
0.0169957, 0, 1, 1, 1, 1, 1, 1
0.0170261, 0, 1, 1, 1, 0, 1, 1
0.0170568, 0, 1, 1, 1, 1, 1, 1
0.0170872, 0, 1, 1, 1, 0, 1, 1
0.0171178, 0, 1, 1, 1, 1, 1, 1
0.0171482, 0, 1, 1, 1, 0, 1, 1
0.0171788, 0, 1, 1, 1, 1, 1, 1
0.0172093, 0, 1, 1, 1, 0, 1, 1
0.0172399, 0, 1, 1, 1, 1, 1, 1
0.0172703, 0, 1, 1, 1, 0, 1, 1
0.0173009, 0, 1, 1, 1, 1, 1, 1
0.0173313, 0, 1, 1, 1, 0, 1, 1
0.0173619, 0, 1, 1, 1, 1, 1, 1
0.0173924, 0, 1, 1, 1, 0, 1, 1
0.0174230, 0, 1, 1, 1, 1, 1, 1
0.0174534, 0, 1, 1, 1, 0, 1, 1
0.0174840, 0, 1, 1, 1, 1, 1, 1
0.0175145, 0, 1, 1, 1, 0, 1, 1
0.0175451, 0, 1, 1, 1, 1, 1, 1
0.0175755, 0, 1, 1, 1, 0, 1, 1
0.0176061, 0, 1, 1, 1, 1, 1, 1
0.0176365, 0, 1, 1, 1, 0, 1, 1
0.0176671, 0, 1, 1, 1, 1, 1, 1
0.0176976, 0, 1, 1, 1, 0, 1, 1
0.0177282, 0, 1, 1, 1, 1, 1, 1
0.0177586, 0, 1, 1, 1, 0, 1, 1
0.0177892, 0, 1, 1, 1, 1, 1, 1
0.0178196, 0, 1, 1, 1, 0, 1, 1
0.0178503, 0, 1, 1, 1, 1, 1, 1
0.0178807, 0, 1, 1, 1, 0, 1, 1
0.0179113, 0, 1, 1, 1, 1, 1, 1
0.0179417, 0, 1, 1, 1, 0, 1, 1
0.0179723, 0, 1, 1, 1, 1, 1, 1
0.0180028, 0, 1, 1, 1, 0, 1, 1
0.0180334, 0, 1, 1, 1, 1, 1, 1
0.0180638, 0, 1, 1, 1, 0, 1, 1
0.0180944, 0, 1, 1, 1, 1, 1, 1
0.0181248, 0, 1, 1, 1, 0, 1, 1
0.0181555, 0, 1, 1, 1, 1, 1, 1
0.0181859, 0, 1, 1, 1, 0, 1, 1
0.0182165, 0, 1, 1, 1, 1, 1, 1
0.0182469, 0, 1, 1, 1, 0, 1, 1
0.0182775, 0, 1, 1, 1, 1, 1, 1
0.0183080, 0, 1, 1, 1, 0, 1, 1
0.0183386, 0, 1, 1, 1, 1, 1, 1
0.0183690, 0, 1, 1, 1, 0, 1, 1
0.0183996, 0, 1, 1, 1, 1, 1, 1
0.0184300, 0, 1, 1, 1, 0, 1, 1
0.0184607, 0, 1, 1, 1, 1, 1, 1
0.0184911, 0, 1, 1, 1, 0, 1, 1
0.0185217, 0, 1, 1, 1, 1, 1, 1
0.0185521, 0, 1, 1, 1, 0, 1, 1
0.0185827, 0, 1, 1, 1, 1, 1, 1
0.0186132, 0, 1, 1, 1, 0, 1, 1
0.0186438, 0, 1, 1, 1, 1, 1, 1
0.0186742, 0, 1, 1, 1, 0, 1, 1
0.0187048, 0, 1, 1, 1, 1, 1, 1
0.0187352, 0, 1, 1, 1, 0, 1, 1
0.0187659, 0, 1, 1, 1, 1, 1, 1
0.0187963, 0, 1, 1, 1, 0, 1, 1
0.0188269, 0, 1, 1, 1, 1, 1, 1
0.0188573, 0, 1, 1, 1, 0, 1, 1
0.0188879, 0, 1, 1, 1, 1, 1, 1
0.0189184, 0, 1, 1, 1, 0, 1, 1
0.0189490, 0, 1, 1, 1, 1, 1, 1
0.0189794, 0, 1, 1, 1, 0, 1, 1
0.0190100, 0, 1, 1, 1, 1, 1, 1
0.0190404, 0, 1, 1, 1, 0, 1, 1
0.0190711, 0, 1, 1, 1, 1, 1, 1
0.0191015, 0, 1, 1, 1, 0, 1, 1
0.0191321, 0, 1, 1, 1, 1, 1, 1
0.0191625, 0, 1, 1, 1, 0, 1, 1
0.0191931, 0, 1, 1, 1, 1, 1, 1
0.0192236, 0, 1, 1, 1, 0, 1, 1
0.0192542, 0, 1, 1, 1, 1, 1, 1
0.0192693, 0, 1, 1, 1, 1, 0, 1
0.0192846, 0, 1, 1, 1, 0, 0, 1
0.0192847, 0, 1, 1, 1, 0, 1, 1
0.0192999, 0, 1, 1, 1, 0, 0, 1
0.0193151, 0, 1, 1, 1, 0, 1, 1
0.0193152, 0, 1, 1, 1, 1, 1, 1
0.0193304, 0, 1, 1, 1, 1, 0, 1
0.0193456, 0, 1, 1, 1, 0, 0, 1
0.0193457, 0, 1, 1, 1, 0, 1, 1
0.0193533, 0, 1, 1, 1, 0, 1, 0
0.0193609, 0, 1, 1, 1, 0, 0, 0
0.0193762, 0, 1, 1, 1, 1, 1, 0
0.0193914, 0, 1, 1, 1, 1, 0, 0
0.0194067, 0, 1, 1, 1, 0, 1, 0
0.0194219, 0, 1, 1, 1, 0, 0, 0
0.0194372, 0, 1, 1, 1, 0, 1, 0
0.0194373, 0, 1, 1, 1, 1, 1, 0
0.0194525, 0, 1, 1, 1, 1, 0, 0
0.0194677, 0, 1, 1, 1, 0, 0, 0
0.0194678, 0, 1, 1, 1, 0, 1, 0
0.0194830, 0, 1, 1, 1, 0, 0, 0
0.0194982, 0, 1, 1, 1, 0, 1, 0
0.0194983, 0, 1, 1, 1, 1, 1, 0
0.0195135, 0, 1, 1, 1, 1, 0, 0
0.0195288, 0, 1, 1, 1, 0, 1, 0
0.0195440, 0, 1, 1, 1, 0, 0, 0
0.0195593, 0, 1, 1, 1, 1, 1, 0
0.0195745, 0, 1, 1, 1, 1, 0, 0
0.0195822, 0, 1, 1, 1, 1, 0, 1
0.0195898, 0, 1, 1, 1, 0, 0, 1
0.0195899, 0, 1, 1, 1, 0, 1, 1
0.0196051, 0, 1, 1, 1, 0, 0, 1
0.0196203, 0, 1, 1, 1, 0, 1, 1
0.0196204, 0, 1, 1, 1, 1, 1, 1
0.0196356, 0, 1, 1, 1, 1, 0, 1
0.0196508, 0, 1, 1, 1, 0, 0, 1
0.0196509, 0, 1, 1, 1, 0, 1, 1
0.0196661, 0, 1, 1, 1, 0, 0, 1
0.0196737, 0, 1, 1, 1, 0, 0, 0
0.0196814, 0, 1, 1, 1, 1, 1, 0
0.0196966, 0, 1, 1, 1, 1, 0, 0
0.0197043, 0, 1, 1, 1, 1, 0, 1
0.0197119, 0, 1, 1, 1, 0, 1, 1
0.0197271, 0, 1, 1, 1, 0, 0, 1
0.0197424, 0, 1, 1, 1, 1, 1, 1
0.0197577, 0, 1, 1, 1, 1, 0, 1
0.0197729, 0, 1, 1, 1, 0, 0, 1
0.0197730, 0, 1, 1, 1, 0, 1, 1
0.0197882, 0, 1, 1, 1, 0, 0, 1
0.0197958, 0, 1, 1, 1, 0, 0, 0
0.0198034, 0, 1, 1, 1, 0, 1, 0
0.0198035, 0, 1, 1, 1, 1, 1, 0
0.0198187, 0, 1, 1, 1, 1, 0, 0
0.0198264, 0, 1, 1, 1, 1, 0, 1
0.0198339, 0, 1, 1, 1, 0, 0, 1
0.0198340, 0, 1, 1, 1, 0, 1, 1
0.0198492, 0, 1, 1, 1, 0, 0, 1
0.0198569, 0, 1, 1, 1, 0, 0, 0
0.0198645, 0, 1, 1, 1, 1, 1, 0
0.0198797, 0, 1, 1, 1, 1, 0, 0
0.0198950, 0, 1, 1, 1, 0, 0, 0
0.0198951, 0, 1, 1, 1, 0, 1, 0
0.0199103, 0, 1, 1, 1, 0, 0, 0
0.0199255, 0, 1, 1, 1, 0, 1, 0
0.0199256, 0, 1, 1, 1, 1, 1, 0
0.0199408, 0, 1, 1, 1, 1, 0, 0
0.0199560, 0, 1, 1, 1, 0, 0, 0
0.0199561, 0, 1, 1, 1, 0, 1, 0
0.0199713, 0, 1, 1, 1, 0, 0, 0
0.0199866, 0, 1, 1, 1, 1, 1, 0
0.0200018, 0, 1, 1, 1, 1, 0, 0
0.0200171, 0, 1, 1, 1, 0, 1, 0
0.0200323, 0, 1, 1, 1, 0, 0, 0
0.0200476, 0, 1, 1, 1, 1, 1, 0
0.0200629, 0, 1, 1, 1, 1, 0, 0
0.0200781, 0, 1, 1, 1, 0, 0, 0
0.0200782, 0, 1, 1, 1, 0, 1, 0
0.0200934, 0, 1, 1, 1, 0, 0, 0
0.0201086, 0, 1, 1, 1, 0, 1, 0
0.0201087, 0, 1, 1, 1, 1, 1, 0
0.0201239, 0, 1, 1, 1, 1, 0, 0
0.0201391, 0, 1, 1, 1, 0, 0, 0
0.0201392, 0, 1, 1, 1, 0, 1, 0
0.0201544, 0, 1, 1, 1, 0, 0, 0
0.0201697, 0, 1, 1, 1, 1, 1, 0
0.0201849, 0, 1, 1, 1, 1, 0, 0
0.0202002, 0, 1, 1, 1, 0, 0, 0
0.0202003, 0, 1, 1, 1, 0, 1, 0
0.0202155, 0, 1, 1, 1, 0, 0, 0
0.0202307, 0, 1, 1, 1, 0, 1, 0
0.0202308, 0, 1, 1, 1, 1, 1, 0
0.0202460, 0, 1, 1, 1, 1, 0, 0
0.0202612, 0, 1, 1, 1, 0, 0, 0
0.0202613, 0, 1, 1, 1, 0, 1, 0
0.0202765, 0, 1, 1, 1, 0, 0, 0
0.0202918, 0, 1, 1, 1, 1, 1, 0
0.0203070, 0, 1, 1, 1, 1, 0, 0
0.0203223, 0, 1, 1, 1, 0, 1, 0
0.0203375, 0, 1, 1, 1, 0, 0, 0
0.0203528, 0, 1, 1, 1, 1, 1, 0
0.0203681, 0, 1, 1, 1, 1, 0, 0
0.0203833, 0, 1, 1, 1, 0, 0, 0
0.0203834, 0, 1, 1, 1, 0, 1, 0
0.0203986, 0, 1, 1, 1, 0, 0, 0
0.0204138, 0, 1, 1, 1, 0, 1, 0
0.0204139, 0, 1, 1, 1, 1, 1, 0
0.0204291, 0, 1, 1, 1, 1, 0, 0
0.0204443, 0, 1, 1, 1, 0, 0, 0
0.0204444, 0, 1, 1, 1, 0, 1, 0
0.0204596, 0, 1, 1, 1, 0, 0, 0
0.0204749, 0, 1, 1, 1, 1, 1, 0
0.0204901, 0, 1, 1, 1, 1, 0, 0
0.0205054, 0, 1, 1, 1, 0, 0, 0
0.0205055, 0, 1, 1, 1, 0, 1, 0
0.0205207, 0, 1, 1, 1, 0, 0, 0
0.0205359, 0, 1, 1, 1, 0, 1, 0
0.0205360, 0, 1, 1, 1, 1, 1, 0
0.0205512, 0, 1, 1, 1, 1, 0, 0
0.0205588, 0, 1, 1, 1, 1, 0, 1
0.0205664, 0, 1, 1, 1, 0, 0, 1
0.0205665, 0, 1, 1, 1, 0, 1, 1
0.0205817, 0, 1, 1, 1, 0, 0, 1
0.0205970, 0, 1, 1, 1, 1, 1, 1
0.0206122, 0, 1, 1, 1, 1, 0, 1
0.0206275, 0, 1, 1, 1, 0, 1, 1
0.0206427, 0, 1, 1, 1, 0, 0, 1
0.0206580, 0, 1, 1, 1, 1, 1, 1
0.0206732, 0, 1, 1, 1, 1, 0, 1
0.0206885, 0, 1, 1, 1, 0, 0, 1
0.0206886, 0, 1, 1, 1, 0, 1, 1
0.0207038, 0, 1, 1, 1, 0, 0, 1
0.0207114, 0, 1, 1, 1, 0, 0, 0
0.0207190, 0, 1, 1, 1, 0, 1, 0
0.0207191, 0, 1, 1, 1, 1, 1, 0
0.0207343, 0, 1, 1, 1, 1, 0, 0
0.0207420, 0, 1, 1, 1, 1, 0, 1
0.0207495, 0, 1, 1, 1, 0, 0, 1
0.0207496, 0, 1, 1, 1, 0, 1, 1
0.0207648, 0, 1, 1, 1, 0, 0, 1
0.0207801, 0, 1, 1, 1, 1, 1, 1
0.0207953, 0, 1, 1, 1, 1, 0, 1
0.0208106, 0, 1, 1, 1, 0, 1, 1
0.0208258, 0, 1, 1, 1, 0, 0, 1
0.0208411, 0, 1, 1, 1, 0, 1, 1
0.0208412, 0, 1, 1, 1, 1, 1, 1
0.0208564, 0, 1, 1, 1, 1, 0, 1
0.0208640, 0, 1, 1, 1, 1, 0, 0
0.0208716, 0, 1, 1, 1, 0, 0, 0
0.0208717, 0, 1, 1, 1, 0, 1, 0
0.0208869, 0, 1, 1, 1, 0, 0, 0
0.0209022, 0, 1, 1, 1, 1, 1, 0
0.0209174, 0, 1, 1, 1, 1, 0, 0
0.0209251, 0, 1, 1, 1, 1, 0, 1
0.0209327, 0, 1, 1, 1, 0, 1, 1
0.0209479, 0, 1, 1, 1, 0, 0, 1
0.0209556, 0, 1, 1, 1, 0, 0, 0
0.0209632, 0, 1, 1, 1, 1, 1, 0
0.0209784, 0, 1, 1, 1, 1, 0, 0
0.0209937, 0, 1, 1, 1, 0, 0, 0
0.0209938, 0, 1, 1, 1, 0, 1, 0
0.0210090, 0, 1, 1, 1, 0, 0, 0
0.0210242, 0, 1, 1, 1, 0, 1, 0
0.0210243, 0, 1, 1, 1, 1, 1, 0
0.0210395, 0, 1, 1, 1, 1, 0, 0
0.0210547, 0, 1, 1, 1, 0, 0, 0
0.0210548, 0, 1, 1, 1, 0, 1, 0
0.0210700, 0, 1, 1, 1, 0, 0, 0
0.0210853, 0, 1, 1, 1, 1, 1, 0
0.0211005, 0, 1, 1, 1, 1, 0, 0
0.0211158, 0, 1, 1, 1, 0, 1, 0
0.0211310, 0, 1, 1, 1, 0, 0, 0
0.0211463, 0, 1, 1, 1, 0, 1, 0
0.0211464, 0, 1, 1, 1, 1, 1, 0
0.0211616, 0, 1, 1, 1, 1, 0, 0
0.0211768, 0, 1, 1, 1, 0, 0, 0
0.0211769, 0, 1, 1, 1, 0, 1, 0
0.0211921, 0, 1, 1, 1, 0, 0, 0
0.0212073, 0, 1, 1, 1, 0, 1, 0
0.0212074, 0, 1, 1, 1, 1, 1, 0
0.0212226, 0, 1, 1, 1, 1, 0, 0
0.0212379, 0, 1, 1, 1, 0, 1, 0
0.0212531, 0, 1, 1, 1, 0, 0, 0
0.0212684, 0, 1, 1, 1, 1, 1, 0
0.0212836, 0, 1, 1, 1, 1, 0, 0
0.0212989, 0, 1, 1, 1, 0, 0, 0
0.0212990, 0, 1, 1, 1, 0, 1, 0
0.0213142, 0, 1, 1, 1, 0, 0, 0
0.0213218, 0, 1, 1, 1, 0, 0, 1
0.0213294, 0, 1, 1, 1, 0, 1, 1
0.0213295, 0, 1, 1, 1, 1, 1, 1
0.0213447, 0, 1, 1, 1, 1, 0, 1
0.0213523, 0, 1, 1, 1, 1, 0, 0
0.0213599, 0, 1, 1, 1, 0, 0, 0
0.0213600, 0, 1, 1, 1, 0, 1, 0
0.0213752, 0, 1, 1, 1, 0, 0, 0
0.0213905, 0, 1, 1, 1, 1, 1, 0
0.0214057, 0, 1, 1, 1, 1, 0, 0
0.0214210, 0, 1, 1, 1, 0, 1, 0
0.0214362, 0, 1, 1, 1, 0, 0, 0
0.0214515, 0, 1, 1, 1, 0, 1, 0
0.0214516, 0, 1, 1, 1, 1, 1, 0
0.0214668, 0, 1, 1, 1, 1, 0, 0
0.0214820, 0, 1, 1, 1, 0, 0, 0
0.0214821, 0, 1, 1, 1, 0, 1, 0
0.0214973, 0, 1, 1, 1, 0, 0, 0
0.0215125, 0, 1, 1, 1, 0, 1, 0
0.0215126, 0, 1, 1, 1, 1, 1, 0
0.0215278, 0, 1, 1, 1, 1, 0, 0
0.0215431, 0, 1, 1, 1, 0, 1, 0
0.0215583, 0, 1, 1, 1, 0, 0, 0
0.0215736, 0, 1, 1, 1, 1, 1, 0
0.0215888, 0, 1, 1, 1, 1, 0, 0
0.0216041, 0, 1, 1, 1, 0, 0, 0
0.0216042, 0, 1, 1, 1, 0, 1, 0
0.0216194, 0, 1, 1, 1, 0, 0, 0
0.0216270, 0, 1, 1, 1, 0, 0, 1
0.0216346, 0, 1, 1, 1, 0, 1, 1
0.0216347, 0, 1, 1, 1, 1, 1, 1
0.0216499, 0, 1, 1, 1, 1, 0, 1
0.0216651, 0, 1, 1, 1, 0, 0, 1
0.0216652, 0, 1, 1, 1, 0, 1, 1
0.0216804, 0, 1, 1, 1, 0, 0, 1
0.0216880, 0, 1, 1, 1, 0, 0, 0
0.0216957, 0, 1, 1, 1, 1, 1, 0
0.0217109, 0, 1, 1, 1, 1, 0, 0
0.0217186, 0, 1, 1, 1, 1, 0, 1
0.0217262, 0, 1, 1, 1, 0, 1, 1
0.0217414, 0, 1, 1, 1, 0, 0, 1
0.0217567, 0, 1, 1, 1, 1, 1, 1
0.0217720, 0, 1, 1, 1, 1, 0, 1
0.0217872, 0, 1, 1, 1, 0, 0, 1
0.0217873, 0, 1, 1, 1, 0, 1, 1
0.0218025, 0, 1, 1, 1, 0, 0, 1
0.0218101, 0, 1, 1, 1, 0, 0, 0
0.0218177, 0, 1, 1, 1, 0, 1, 0
0.0218178, 0, 1, 1, 1, 1, 1, 0
0.0218330, 0, 1, 1, 1, 1, 0, 0
0.0218482, 0, 1, 1, 1, 0, 0, 0
0.0218483, 0, 1, 1, 1, 0, 1, 0
0.0218635, 0, 1, 1, 1, 0, 0, 0
0.0218788, 0, 1, 1, 1, 1, 1, 0
0.0218940, 0, 1, 1, 1, 1, 0, 0
0.0219017, 0, 1, 1, 1, 1, 0, 1
0.0219093, 0, 1, 1, 1, 0, 0, 1
0.0219094, 0, 1, 1, 1, 0, 1, 1
0.0219246, 0, 1, 1, 1, 0, 0, 1
0.0219398, 0, 1, 1, 1, 0, 1, 1
0.0219399, 0, 1, 1, 1, 1, 1, 1
0.0219551, 0, 1, 1, 1, 1, 0, 1
0.0219627, 0, 1, 1, 1, 1, 0, 0
0.0219703, 0, 1, 1, 1, 0, 0, 0
0.0219704, 0, 1, 1, 1, 0, 1, 0
0.0219856, 0, 1, 1, 1, 0, 0, 0
0.0219933, 0, 1, 1, 1, 0, 0, 1
0.0220009, 0, 1, 1, 1, 1, 1, 1
0.0220161, 0, 1, 1, 1, 1, 0, 1
0.0220314, 0, 1, 1, 1, 0, 1, 1
0.0220466, 0, 1, 1, 1, 0, 0, 1
0.0220543, 0, 1, 1, 1, 0, 0, 0
0.0220619, 0, 1, 1, 1, 1, 1, 0
0.0220772, 0, 1, 1, 1, 1, 0, 0
0.0220924, 0, 1, 1, 1, 0, 0, 0
0.0220925, 0, 1, 1, 1, 0, 1, 0
0.0221077, 0, 1, 1, 1, 0, 0, 0
0.0221229, 0, 1, 1, 1, 0, 1, 0
0.0221230, 0, 1, 1, 1, 1, 1, 0
0.0221382, 0, 1, 1, 1, 1, 0, 0
0.0221459, 0, 1, 1, 1, 1, 0, 1
0.0221534, 0, 1, 1, 1, 0, 0, 1
0.0221535, 0, 1, 1, 1, 0, 1, 1
0.0221687, 0, 1, 1, 1, 0, 0, 1
0.0221764, 0, 1, 1, 1, 0, 0, 0
0.0221840, 0, 1, 1, 1, 1, 1, 0
0.0221992, 0, 1, 1, 1, 1, 0, 0
0.0222069, 0, 1, 1, 1, 1, 0, 1
0.0222145, 0, 1, 1, 1, 0, 0, 1
0.0222146, 0, 1, 1, 1, 0, 1, 1
0.0222298, 0, 1, 1, 1, 0, 0, 1
0.0222450, 0, 1, 1, 1, 0, 1, 1
0.0222451, 0, 1, 1, 1, 1, 1, 1
0.0222603, 0, 1, 1, 1, 1, 0, 1
0.0222755, 0, 1, 1, 1, 0, 0, 1
0.0222756, 0, 1, 1, 1, 0, 1, 1
0.0222908, 0, 1, 1, 1, 0, 0, 1
0.0222984, 0, 1, 1, 1, 0, 0, 0
0.0223061, 0, 1, 1, 1, 1, 1, 0
0.0223213, 0, 1, 1, 1, 1, 0, 0
0.0223366, 0, 1, 1, 1, 0, 1, 0
0.0223518, 0, 1, 1, 1, 0, 0, 0
0.0223671, 0, 1, 1, 1, 1, 1, 0
0.0223824, 0, 1, 1, 1, 1, 0, 0
0.0223976, 0, 1, 1, 1, 0, 0, 0
0.0223977, 0, 1, 1, 1, 0, 1, 0
0.0224129, 0, 1, 1, 1, 0, 0, 0
0.0224281, 0, 1, 1, 1, 0, 1, 0
0.0224282, 0, 1, 1, 1, 1, 1, 0
0.0224434, 0, 1, 1, 1, 1, 0, 0
0.0224586, 0, 1, 1, 1, 0, 0, 0
0.0224587, 0, 1, 1, 1, 0, 1, 0
0.0224739, 0, 1, 1, 1, 0, 0, 0
0.0224892, 0, 1, 1, 1, 1, 1, 0
0.0225044, 0, 1, 1, 1, 1, 0, 0
0.0225197, 0, 1, 1, 1, 0, 0, 0
0.0225198, 0, 1, 1, 1, 0, 1, 0
0.0225350, 0, 1, 1, 1, 0, 0, 0
0.0225502, 0, 1, 1, 1, 0, 1, 0
0.0225503, 0, 1, 1, 1, 1, 1, 0
0.0225655, 0, 1, 1, 1, 1, 0, 0
0.0225807, 0, 1, 1, 1, 0, 0, 0
0.0225808, 0, 1, 1, 1, 0, 1, 0
0.0225960, 0, 1, 1, 1, 0, 0, 0
0.0226037, 0, 1, 1, 1, 0, 0, 1
0.0226113, 0, 1, 1, 1, 1, 1, 1
0.0226265, 0, 1, 1, 1, 1, 0, 1
0.0226341, 0, 1, 1, 1, 1, 0, 0
0.0226418, 0, 1, 1, 1, 0, 1, 0
0.0226570, 0, 1, 1, 1, 0, 0, 0
0.0226723, 0, 1, 1, 1, 1, 1, 0
0.0226876, 0, 1, 1, 1, 1, 0, 0
0.0227028, 0, 1, 1, 1, 0, 0, 0
0.0227029, 0, 1, 1, 1, 0, 1, 0
0.0227181, 0, 1, 1, 1, 0, 0, 0
0.0227333, 0, 1, 1, 1, 0, 1, 0
0.0227334, 0, 1, 1, 1, 1, 1, 0
0.0227486, 0, 1, 1, 1, 1, 0, 0
0.0227563, 0, 1, 1, 1, 1, 0, 1
0.0227638, 0, 1, 1, 1, 0, 0, 1
0.0227639, 0, 1, 1, 1, 0, 1, 1
0.0227791, 0, 1, 1, 1, 0, 0, 1
0.0227867, 0, 1, 1, 1, 0, 0, 0
0.0227944, 0, 1, 1, 1, 1, 1, 0
0.0228096, 0, 1, 1, 1, 1, 0, 0
0.0228249, 0, 1, 1, 1, 0, 0, 0
0.0228250, 0, 1, 1, 1, 0, 1, 0
0.0228402, 0, 1, 1, 1, 0, 0, 0
0.0228554, 0, 1, 1, 1, 0, 1, 0
0.0228555, 0, 1, 1, 1, 1, 1, 0
0.0228707, 0, 1, 1, 1, 1, 0, 0
0.0228783, 0, 1, 1, 1, 1, 0, 1
0.0228859, 0, 1, 1, 1, 0, 0, 1
0.0228860, 0, 1, 1, 1, 0, 1, 1
0.0229012, 0, 1, 1, 1, 0, 0, 1
0.0229088, 0, 1, 1, 1, 0, 0, 0
0.0229165, 0, 1, 1, 1, 1, 1, 0
0.0229317, 0, 1, 1, 1, 1, 0, 0
0.0229394, 0, 1, 1, 1, 1, 0, 1
0.0229470, 0, 1, 1, 1, 0, 1, 1
0.0229622, 0, 1, 1, 1, 0, 0, 1
0.0229775, 0, 1, 1, 1, 1, 1, 1
0.0229927, 0, 1, 1, 1, 1, 0, 1
0.0230004, 0, 1, 1, 1, 1, 0, 0
0.0230080, 0, 1, 1, 1, 0, 0, 0
0.0230081, 0, 1, 1, 1, 0, 1, 0
0.0230233, 0, 1, 1, 1, 0, 0, 0
0.0230385, 0, 1, 1, 1, 0, 1, 0
0.0230386, 0, 1, 1, 1, 1, 1, 0
0.0230538, 0, 1, 1, 1, 1, 0, 0
0.0230690, 0, 1, 1, 1, 0, 0, 0
0.0230691, 0, 1, 1, 1, 0, 1, 0
0.0230843, 0, 1, 1, 1, 0, 0, 0
0.0230996, 0, 1, 1, 1, 1, 1, 0
0.0231148, 0, 1, 1, 1, 1, 0, 0
0.0231225, 0, 1, 1, 1, 1, 0, 1
0.0231301, 0, 1, 1, 1, 0, 1, 1
0.0231453, 0, 1, 1, 1, 0, 0, 1
0.0231530, 0, 1, 1, 1, 0, 0, 0
0.0231606, 0, 1, 1, 1, 0, 1, 0
0.0231607, 0, 1, 1, 1, 1, 1, 0
0.0231759, 0, 1, 1, 1, 1, 0, 0
0.0231911, 0, 1, 1, 1, 0, 0, 0
0.0231912, 0, 1, 1, 1, 0, 1, 0
0.0232064, 0, 1, 1, 1, 0, 0, 0
0.0232216, 0, 1, 1, 1, 0, 1, 0
0.0232217, 0, 1, 1, 1, 1, 1, 0
0.0232369, 0, 1, 1, 1, 1, 0, 0
0.0232446, 0, 1, 1, 1, 1, 0, 1
0.0232522, 0, 1, 1, 1, 0, 1, 1
0.0232674, 0, 1, 1, 1, 0, 0, 1
0.0232751, 0, 1, 1, 1, 0, 0, 0
0.0232827, 0, 1, 1, 1, 1, 1, 0
0.0232979, 0, 1, 1, 1, 1, 0, 0
0.0233132, 0, 1, 1, 1, 0, 0, 0
0.0233133, 0, 1, 1, 1, 0, 1, 0
0.0233285, 0, 1, 1, 1, 0, 0, 0
0.0233437, 0, 1, 1, 1, 0, 1, 0
0.0233438, 0, 1, 1, 1, 1, 1, 0
0.0233590, 0, 1, 1, 1, 1, 0, 0
0.0233742, 0, 1, 1, 1, 0, 0, 0
0.0233743, 0, 1, 1, 1, 0, 1, 0
0.0233895, 0, 1, 1, 1, 0, 0, 0
0.0233972, 0, 1, 1, 1, 0, 0, 1
0.0234048, 0, 1, 1, 1, 1, 1, 1
0.0234200, 0, 1, 1, 1, 1, 0, 1
0.0234277, 0, 1, 1, 1, 1, 0, 0
0.0234353, 0, 1, 1, 1, 0, 1, 0
0.0234505, 0, 1, 1, 1, 0, 0, 0
0.0234658, 0, 1, 1, 1, 0, 1, 0
